"","saison","division","HF","journee","code_rencontre","diff_point_norm"
"1731","2122","D2","F","J24","RADNUXK",0.436256553418116
"1732","2122","D2","F","J24","RADNUXL",-0.973187696086566
"1733","2122","D2","F","J24","RADNUXM",-0.0335581964167781
"1734","2122","D2","F","J24","RADNUXN",1.02352499071173
"1735","2122","D2","F","J24","RADNUXO",1.3758860530879
"1736","2122","D2","F","J24","RADNUXP",-1.26682191473338
"1737","2122","D2","F","J25","RADNUXQ",1.03689382750782
"1738","2122","D2","F","J25","RADNUXR",0.487950036474267
"1739","2122","D2","F","J25","RADNUXS",-1.06739070478746
"1740","2122","D2","F","J25","RADNUXT",0.396459404635342
"1741","2122","D2","F","J25","RADNUXU",NA
"1742","2122","D2","F","J25","RADNUXV",0.579440668313192
"1743","2122","D2","F","J25","RADNUXW",-1.43335323214316
"1744","2122","D2","F","J26","RADNUXX",-0.990205422645143
"1745","2122","D2","F","J26","RAEBRRB",0.306905774270132
"1746","2122","D2","F","J26","RADNUXZ",-0.0173720249586867
"1747","2122","D2","F","J26","RADNUYA",0.955461372727769
"1748","2122","D2","F","J26","RADNUYB",-1.59822629619918
"1749","2122","D2","F","J26","RADNUYC",0.144766874655723
"1750","2122","D2","F","J26","RADNUYD",1.19866972214938
"1751","2223","D2","F","J1","SAEDKJH",0
"1752","2223","D2","F","J1","SAEDKJJ",0
"1753","2223","D2","F","J1","SAEDKJK",0
"1754","2223","D2","F","J1","SAEDKJL",0
"1755","2223","D2","F","J1","SAEDKJM",0
"1756","2223","D2","F","J1","SAEFASU",0
"1757","2223","D2","F","J2","SAEDKJP",0
"1758","2223","D2","F","J2","SAEDKJQ",0
"1759","2223","D2","F","J2","SAEDKJR",-0.626962328219399
"1760","2223","D2","F","J2","SAEDKJS",1.63010205337044
"1761","2223","D2","F","J2","SAEDKJT",0
"1762","2223","D2","F","J2","SAEDKJU",-1.37931712208268
"1763","2223","D2","F","J3","SAEDKJV",-1.61374306091976
"1764","2223","D2","F","J3","SAEDKJX",0.806871530459878
"1765","2223","D2","F","J3","SAEDKJY",0
"1766","2223","D2","F","J3","SAEDKJZ",0
"1767","2223","D2","F","J3","SAEDKKA",0
"1768","2223","D2","F","J3","SAEDKKB",1.29099444873581
"1769","2223","D2","F","J4","SAEDKKC",0.798282470032246
"1770","2223","D2","F","J4","SAEJBAX",0
"1771","2223","D2","F","J4","SAEDKKF",-1.04390784542678
"1772","2223","D2","F","J4","SAEJNNG",-0.675469782334978
"1773","2223","D2","F","J4","SAEDKKH",1.53515859621586
"1774","2223","D2","F","J4","SAEDKKI",-0.675469782334978
"1775","2223","D2","F","J5","SAEDKKJ",-0.791387386719812
"1776","2223","D2","F","J5","SAEDKKK",0.287777231534477
"1777","2223","D2","F","J5","SAEDKKL",0
"1778","2223","D2","F","J5","SAEDKKM",-1.00722031037067
"1779","2223","D2","F","J5","SAEDKKN",1.79860769709048
"1780","2223","D2","F","J5","SAEDKKP",0
"1781","2223","D2","F","J6","SAEDKKQ",0
"1782","2223","D2","F","J6","SAEDKKS",-1.23574785374575
"1783","2223","D2","F","J6","SAEDKKT",-0.845511689404986
"1784","2223","D2","F","J6","SAEDKKU",1.49590529663959
"1785","2223","D2","F","J6","SAEDKKV",0
"1786","2223","D2","F","J6","SAEDKKW",0.715432967958065
"1787","2223","D2","F","J7","SAEDKKX",-0.322748612183951
"1788","2223","D2","F","J7","SAEDKKY",-1.04893298959784
"1789","2223","D2","F","J7","SAEDKKZ",-0.564810071321915
"1790","2223","D2","F","J7","SAEDKLA",1.12962014264383
"1791","2223","D2","F","J7","SAEDKLC",1.37168160178179
"1792","2223","D2","F","J7","SAEDKLD",-0.564810071321915
"1793","2223","D2","F","J8","SAEDKLE",0.212583189449993
"1794","2223","D2","F","J8","SAEDKLG",-1.06291594724997
"1795","2223","D2","F","J8","SAEDKLH",0.212583189449993
"1796","2223","D2","F","J8","SAEDKLI",1.23298249880996
"1797","2223","D2","F","J8","SAEDKLJ",0.722782844129977
"1798","2223","D2","F","J8","SAEDKLK",-1.31801577458996
"1799","2223","D2","F","J9","SAEDKLL",-1.5465841843763
"1800","2223","D2","F","J9","SAEDKLM",1.01327929321206
"1801","2223","D2","F","J9","SAEDKLO",0.533304891164242
"1802","2223","D2","F","J9","SAEDKLP",-0.746626847629939
"1803","2223","D2","F","J9","SAEDKLQ",0.853287825862788
"1804","2223","D2","F","J9","SAEDKLR",-0.106660978232848
"1805","2223","D2","F","J10","SAEDKLS",0.2398848828777
"1806","2223","D2","F","J10","SAEDKLU",-0.559731393381301
"1807","2223","D2","F","J10","SAEPFKJ",-1.3593476696403
"1808","2223","D2","F","J10","SAEDKLW",1.5192709248921
"1809","2223","D2","F","J10","SAEDKLX",0.559731393381301
"1810","2223","D2","F","J10","SAEDKLY",0
"1811","2223","D2","F","J11","SAEPFCO",-0.72667241951276
"1812","2223","D2","F","J11","SAEDKMA",0.227085131097737
"1813","2223","D2","F","J11","SAEDKMB",-0.317919183536832
"1814","2223","D2","F","J11","SAEDKMC",0.227085131097737
"1815","2223","D2","F","J11","SAEDKMD",-1.13542565548869
"1816","2223","D2","F","J11","SAEDKME",1.7258469963428
"1817","2223","D2","F","J12","SAEDKMG",0.0807924200875499
"1818","2223","D2","F","J12","SAEDKMI",-1.53505598166345
"1819","2223","D2","F","J12","SAEDKMJ",-0.403962100437749
"1820","2223","D2","F","J12","SAEDKMK",1.37347114148835
"1821","2223","D2","F","J12","SAEDKML",0.727131780787949
"1822","2223","D2","F","J12","SAEDKMM",-0.24237726026265
"1823","2223","D2","F","J13","SAEDKMN",0.277489066899855
"1824","2223","D2","F","J13","SAEPUQS",0.149417189869153
"1825","2223","D2","F","J13","SAEDKMP",-1.64358908856068
"1826","2223","D2","F","J13","SAEDKMQ",0.661704697991961
"1827","2223","D2","F","J13","SAEDKMS",1.17399220611477
"1828","2223","D2","F","J13","SAEPRKH",-0.619014072315061
"1829","2223","D2","F","J14","SAEDKMU",-0.0475866867266801
"1830","2223","D2","F","J14","SAEDKMV",-1.61794734870712
"1831","2223","D2","F","J14","SAEDKMW",0
"1832","2223","D2","F","J14","SAEDKMY",0.808973674353561
"1833","2223","D2","F","J14","SAEDKMZ",1.09449379471364
"1834","2223","D2","F","J14","SAEDKNA",-0.618626927446841
"1835","2223","D2","F","J15","SAEDKNB",0
"1836","2223","D2","F","J15","SAEQEMC",0.117201807734624
"1837","2223","D2","F","J15","SAEDKNE",-0.820412654142367
"1838","2223","D2","F","J15","SAEDKNF",1.87522892375398
"1839","2223","D2","F","J15","SAEDKNG",-0.820412654142367
"1840","2223","D2","F","J15","SAEDKNH",0
"1841","2223","D2","F","J16","SAEDKNI",0.204124145231932
"1842","2223","D2","F","J16","SAEDKNJ",1.02062072615966
"1843","2223","D2","F","J16","SAEDKNL",-1.42886901662352
"1844","2223","D2","F","J16","SAEDKNM",0.408248290463863
"1845","2223","D2","F","J16","SAEDKNN",-1.02062072615966
"1846","2223","D2","F","J16","SAEDKNO",0.816496580927726
"1847","2223","D2","F","J17","SAEDKNP",-0.930134756054593
"1848","2223","D2","F","J17","SAEDKNQ",-0.021631040838479
"1849","2223","D2","F","J17","SAEDKNR",0.757086429346762
"1850","2223","D2","F","J17","SAEDKNT",-0.281203530900226
"1851","2223","D2","F","J17","SAEDKNU",1.535803899532
"1852","2223","D2","F","J17","SAEDKNV",-1.05992100108547
"1853","2223","D2","F","J18","SAEDKNW",-0.440914864465793
"1854","2223","D2","F","J18","SAEDKNY",-0.897033689775234
"1855","2223","D2","F","J18","SAEDKNZ",0.562546551214977
"1856","2223","D2","F","J18","SAEDKOA",1.10988914158631
"1857","2223","D2","F","J18","SAEDKOB",-1.26192875002279
"1858","2223","D2","F","J18","SAEDKOC",0.92744161146253
"1859","2223","D2","F","J19","SAEDKOD",-1.03114666549486
"1860","2223","D2","F","J19","SAEDKOE",1.45124345514091
"1861","2223","D2","F","J19","SAEDKOF",-0.744717036190732
"1862","2223","D2","F","J19","SAEDKOG",-0.171857777582477
"1863","2223","D2","F","J19","SAEQRYA",0.496478024127154
"1864","2223","D2","F","J20","SAEDKOK",-1.65414053348638
"1865","2223","D2","F","J20","SAEDKOM",-0.451129236405377
"1866","2223","D2","F","J20","SAEDKON",1.1528858263693
"1867","2223","D2","F","J20","SAEDKOO",0.852133002099045
"1868","2223","D2","F","J20","SAEDKOP",0.0501254707117086
"1869","2223","D2","F","J20","SAEDKOQ",0.0501254707117086
"1870","2223","D2","F","J21","SAEDKOR",-1.41892701636154
"1871","2223","D2","F","J21","SAEDKOT",0.177365877045192
"1872","2223","D2","F","J21","SAEDKOU",-0.886829385225962
"1873","2223","D2","F","J21","SAEDKOV",1.24156113931635
"1874","2223","D2","F","J21","SAEDKOW",0.10135192974011
"1875","2223","D2","F","J21","SAEDKOX",0.785477455485851
"1876","2223","D2","F","J22","SAEDKOY",0.486324434944052
"1877","2223","D2","F","J22","SAEDKOZ",-0.516719712128055
"1878","2223","D2","F","J22","SAEDKPA",-0.699091375232074
"1879","2223","D2","F","J22","SAEDKPB",-1.24620636454413
"1880","2223","D2","F","J22","SAEDKPC",1.48936858201616
"1881","2223","D2","F","J22","SAEDKPE",0.486324434944052
"1882","2223","D2","F","J23","SAEDKPF",-0.770752493308062
"1883","2223","D2","F","J23","SAEDKPH",-1.60573436105846
"1884","2223","D2","F","J23","SAEDKPI",0.578064369981046
"1885","2223","D2","F","J23","SAERPVE",1.09189936551975
"1886","2223","D2","F","J23","SAEDKPK",0.192688123327015
"1887","2223","D2","F","J23","SAEDKPL",0.513834995538708
"1888","2223","D2","F","J24","SAEDKPM",-1.35003972561035
"1889","2223","D2","F","J24","SAEDKPO",0.201069746367499
"1890","2223","D2","F","J24","SAEDKPP",-0.402139492734998
"1891","2223","D2","F","J24","SAEDKPQ",-0.66065773806464
"1892","2223","D2","F","J24","SAEDKPR",1.32131547612928
"1893","2223","D2","F","J24","SAEDKPS",0
"1894","2223","D2","F","J25","SAEDKPT",-0.379265250570181
"1895","2223","D2","F","J25","SAEDKPU",-0.241350613999206
"1896","2223","D2","F","J25","SAEDKPV",0.172393295713718
"1897","2223","D2","F","J25","SAEDKPW",-1.62049697970895
"1898","2223","D2","F","J25","SAEDKPX",0.999881115139567
"1899","2223","D2","F","J25","SAEDKPY",1.06883843342505
"1900","2223","D2","F","J26","SAEDKQA",0.246169740263152
"1901","2223","D2","F","J26","SAEDKQB",-0.776381488522249
"1902","2223","D2","F","J26","SAEDKQD",-1.57169911091089
"1903","2223","D2","F","J26","SAEDKQE",0.927870559453419
"1904","2223","D2","F","J26","SAEDKQF",0.984678961052608
"1905","2223","D2","F","J26","SAEDKQG",0.189361338663963
"1906","2324","D2","F","J1","TAEUTEF",0
"1907","2324","D2","F","J1","TAEUTEG",0
"1908","2324","D2","F","J1","TAEUTEH",0
"1909","2324","D2","F","J1","TAEUTEI",0
"1910","2324","D2","F","J1","TAEUTEJ",0
"1911","2324","D2","F","J1","TAEUTEK",0
"1912","2324","D2","F","J2","TAEUTEM",0
"1913","2324","D2","F","J2","TAEUTEN",-0.626962328219399
"1914","2324","D2","F","J2","TAEUTEO",1.63010205337044
"1915","2324","D2","F","J2","TAEUTEP",-0.626962328219399
"1916","2324","D2","F","J2","TAEUTEQ",-0.626962328219399
"1917","2324","D2","F","J2","TAEUTER",-0.626962328219399
"1918","2324","D2","F","J3","TAEUTET",1.51382517704875
"1919","2324","D2","F","J3","TAEWGIR",-0.55048188256318
"1920","2324","D2","F","J3","TAEUTEV",0.688102353203976
"1921","2324","D2","F","J3","TAEUTEW",0
"1922","2324","D2","F","J3","TAEUTEY",0
"1923","2324","D2","F","J3","TAEUTEZ",-1.37620470640795
"1924","2324","D2","F","J4","TAEUTFA",0.857910095732704
"1925","2324","D2","F","J4","TAEUTFB",1.32586105704145
"1926","2324","D2","F","J4","TAEUTFC",-1.01389374950229
"1927","2324","D2","F","J4","TAEUTFD",-0.545942788193539
"1928","2324","D2","F","J4","TAEUTFE",0.389959134423956
"1929","2324","D2","F","J4","TAEUTFF",-1.01389374950229
"1930","2324","D2","F","J5","TAEYAPD",0
"1931","2324","D2","F","J5","TAEUTFI",0
"1932","2324","D2","F","J5","TAEUTFK",1.53392997769474
"1933","2324","D2","F","J5","TAEUTFL",-0.76696498884737
"1934","2324","D2","F","J5","TAEUTFM",-0.383482494423685
"1935","2324","D2","F","J5","TAEXIHG",-1.15044748327106
"1936","2324","D2","F","J6","TAEUTFO",1.56111133988244
"1937","2324","D2","F","J6","TAEUTFP",0.0318594150996416
"1938","2324","D2","F","J6","TAEUTFQ",0.79648537749104
"1939","2324","D2","F","J6","TAEUTFR",-0.732766547291757
"1940","2324","D2","F","J6","TAEZMRU",-0.732766547291757
"1941","2324","D2","F","J6","TAEZPSY",-0.923923037889607
"1942","2324","D2","F","J7","TAEUTFV",1.33408065380157
"1943","2324","D2","F","J7","TAEUTFW",-0.612955976070993
"1944","2324","D2","F","J7","TAEUTFX",-1.26196818602852
"1945","2324","D2","F","J7","TAEUTFY",0.252393637205703
"1946","2324","D2","F","J7","TAEUTFZ",-0.612955976070993
"1947","2324","D2","F","J7","TAEUTGB",0
"1948","2324","D2","F","J8","TAFBJIU",-1.62039595781688
"1949","2324","D2","F","J8","TAEZRXY",0.888604234931838
"1950","2324","D2","F","J8","TAFCISM",-0.679520885536112
"1951","2324","D2","F","J8","TAEUTGF",0.888604234931838
"1952","2324","D2","F","J8","TAEUTGG",-0.0522708373489318
"1953","2324","D2","F","J8","TAEUTGH",0.574979210838248
"1954","2324","D2","F","J9","TAFCING",1.3053354776531
"1955","2324","D2","F","J9","TAEUTGK",-0.0842151921066519
"1956","2324","D2","F","J9","TAEUTGL",-0.463183556586585
"1957","2324","D2","F","J9","TAEUTGM",-1.47376586186641
"1958","2324","D2","F","J9","TAEUTGO",0.926367113173171
"1959","2324","D2","F","J9","TAEUTGP",-0.21053798026663
"1960","2324","D2","F","J10","TAEUTGR",0
"1961","2324","D2","F","J10","TAEUTGS",-0.237322226267284
"1962","2324","D2","F","J10","TAEUTGT",0.576353978077689
"1963","2324","D2","F","J10","TAEUTGU",-1.45783653278474
"1964","2324","D2","F","J10","TAEUTGV",1.39003018242266
"1965","2324","D2","F","J10","TAFDBKQ",0.372934926991446
"1966","2324","D2","F","J11","TAEUTGX",-0.249100947511811
"1967","2324","D2","F","J11","TAEUTGZ",-1.20021365619327
"1968","2324","D2","F","J11","TAEUTHA",-0.656720679803866
"1969","2324","D2","F","J11","TAEUTHB",-0.249100947511811
"1970","2324","D2","F","J11","TAEUTHC",0.837885005267001
"1971","2324","D2","F","J11","TAEUTHD",1.51725122575376
"1972","2324","D2","F","J12","TAEUTHF",0.259937622455018
"1973","2324","D2","F","J12","TAEUTHG",1.81956335718513
"1974","2324","D2","F","J12","TAEUTHH",0
"1975","2324","D2","F","J12","TAEUTHI",-0.519875244910036
"1976","2324","D2","F","J12","TAEUTHJ",-0.519875244910036
"1977","2324","D2","F","J12","TAEUTHK",-1.03975048982007
"1978","2324","D2","F","J13","TAEUTHL",0.554901240978834
"1979","2324","D2","F","J13","TAEUTHM",-1.02218649653996
"1980","2324","D2","F","J13","TAEUTHN",0.204437299307991
"1981","2324","D2","F","J13","TAEUTHO",1.25582912432052
"1982","2324","D2","F","J13","TAEUTHP",-1.3726504382108
"1983","2324","D2","F","J13","TAEUTHQ",0.379669270143413
"1984","2324","D2","F","J14","TAEUTHS",-0.0530894461238832
"1985","2324","D2","F","J14","TAEUTHT",-0.477805015114949
"1986","2324","D2","F","J14","TAEUTHV",-0.265447230619416
"1987","2324","D2","F","J14","TAEUTHW",1.85813061433591
"1988","2324","D2","F","J14","TAEUTHX",0.0530894461238832
"1989","2324","D2","F","J14","TAEUTHY",-1.11487836860155
"1990","2324","D2","F","J15","TAEUTHZ",-1.32930228312142
"1991","2324","D2","F","J15","TAEUTIA",-0.257924323590724
"1992","2324","D2","F","J15","TAEUTIB",-0.853134301107778
"1993","2324","D2","F","J15","TAFIBQL",0.813453635939975
"1994","2324","D2","F","J15","TAEUTID",0.337285653926331
"1995","2324","D2","F","J15","TAEUTIE",1.28962161795362
"1996","2324","D2","F","J16","TAEUTIG",1.37128865867304
"1997","2324","D2","F","J16","TAEUTIH",0.966646103654764
"1998","2324","D2","F","J16","TAEUTIJ",-1.19144752310936
"1999","2324","D2","F","J16","TAEUTIK",0.0224801419454596
"2000","2324","D2","F","J16","TAEUTIL",-0.786804968091087
"2001","2324","D2","F","J16","TAEUTIM",-0.382162413072814
"2002","2324","D2","F","J17","TAEUTIN",-1.11158993514157
"2003","2324","D2","F","J17","TAFFVUV",0.284360215966449
"2004","2324","D2","F","J17","TAEUTIP",0.98233529152046
"2005","2324","D2","F","J17","TAEUTIQ",1.1374408638658
"2006","2324","D2","F","J17","TAEUTIR",-1.18914272131424
"2007","2324","D2","F","J17","TAEUTIT",-0.10340371489689
"2008","2324","D2","F","J18","TAEUTIV",-1.38218948093018
"2009","2324","D2","F","J18","TAEUTIX",0.518321055348816
"2010","2324","D2","F","J18","TAEUTIY",0.518321055348816
"2011","2324","D2","F","J18","TAEUTIZ",1.03664211069763
"2012","2324","D2","F","J18","TAEUTJA",-0.691094740465088
"2013","2324","D2","F","J19","TAEZCOS",0
"2014","2324","D2","F","J19","TAEUTJC",0
"2015","2324","D2","F","J19","TAEUTJD",0.499568034476598
"2016","2324","D2","F","J19","TAEUTJE",-1.52809045839901
"2017","2324","D2","F","J19","TAEUTJF",0.852204294107138
"2018","2324","D2","F","J19","TAEUTJG",-0.999136068953197
"2019","2324","D2","F","J20","TAFHFRA",-0.272427501747289
"2020","2324","D2","F","J20","TAEUTJJ",-0.176276618777658
"2021","2324","D2","F","J20","TAEUTJK",1.55443927467571
"2022","2324","D2","F","J20","TAEUTJL",0.400628679040131
"2023","2324","D2","F","J20","TAFHMUG",-1.5223889803525
"2024","2324","D2","F","J20","TAEUTJN",0.0160251471616052
"2025","2324","D2","F","J21","TAEUTJP",-1.20049009599756
"2026","2324","D2","F","J21","TAEUTJQ",-0.857492925712544
"2027","2324","D2","F","J21","TAEUTJR",0.171498585142509
"2028","2324","D2","F","J21","TAEUTJS",0.857492925712544
"2029","2324","D2","F","J21","TAEUTJU",1.02899151085505
"2030","2324","D2","F","J22","TAEUTJX",1.52542553961938
"2031","2324","D2","F","J22","TAEUTJY",-0.554700196225229
"2032","2324","D2","F","J22","TAEUTJZ",0.416025147168922
"2033","2324","D2","F","J22","TAEUTKA",-0.970725343394151
"2034","2324","D2","F","J22","TAEUTKB",-0.970725343394151
"2035","2324","D2","F","J22","TAFHRBQ",0.554700196225229
"2036","2324","D2","F","J23","TAEUTKD",-0.988562600085202
"2037","2324","D2","F","J23","TAEUTKF",0.761679380393516
"2038","2324","D2","F","J23","TAEUTKG",0.469972383647063
"2039","2324","D2","F","J23","TAEUTKH",-1.37750526241381
"2040","2324","D2","F","J23","TAEUTKI",-0.0162059442636918
"2041","2324","D2","F","J23","TAEUTKJ",1.15062204272212
"2042","2324","D2","F","J24","TAEUTKK",-0.213999789912775
"2043","2324","D2","F","J24","TAFHOYS",-1.22768300528908
"2044","2324","D2","F","J24","TAFHXWO",-0.349157551962948
"2045","2324","D2","F","J24","TAEUTKN",0.123894615212659
"2046","2324","D2","F","J24","TAEUTKP",1.81336664083983
"2047","2324","D2","F","J24","TAEUTKQ",-0.146420908887688
"2048","2324","D2","F","J25","TAEUTKR",-1.19966295197227
"2049","2324","D2","F","J25","TAEUTKS",-0.299915737993067
"2050","2324","D2","F","J25","TAEUTKT",1.4177834886945
"2051","2324","D2","F","J25","TAEUTKU",0.599831475986135
"2052","2324","D2","F","J25","TAEUTKV",0.436241073444462
"2053","2324","D2","F","J25","TAEUTKW",-0.95427734815976
"2054","2324","D2","F","J26","TAEUTKY",0
"2055","2324","D2","F","J26","TAEUTLA",0.689040962549554
"2056","2324","D2","F","J26","TAEUTLB",-0.516780721912166
"2057","2324","D2","F","J26","TAEUTLC",-1.29195180478041
"2058","2324","D2","F","J26","TAEUTLD",1.5503421657365
"2059","2324","D2","F","J26","TAEUTLE",-0.430650601593472
"2060","2021","D2","F","J1","PADMTFV",NA
"2061","2021","D2","F","J1","PADEKSC",0
"2062","2021","D2","F","J1","PADEKSD",0
"2063","2021","D2","F","J1","PADEKSE",0
"2064","2021","D2","F","J2","PADMOJZ",0
"2065","2021","D2","F","J2","PADEKSG",-1.3228756555323
"2066","2021","D2","F","J2","PADMOQN",1.3228756555323
"2067","2021","D2","F","J2","PADEKSI",0
"2068","2021","D2","F","J3","PADMRWP",1.19256958799989
"2069","2021","D2","F","J3","PADEKSL",NA
"2070","2021","D2","F","J4","PADLUGH",-0.840026881290309
"2071","2021","D2","F","J4","PADEKSO",1.84805913883868
"2072","2021","D2","F","J4","PADMSAK",-0.840026881290309
"2073","2021","D2","F","J4","PADEKSQ",-0.840026881290309
"2074","2021","D2","F","J5","PADMPFM",-0.561489925074877
"2075","2021","D2","F","J5","PADMPDL",0.421117443806158
"2076","2021","D2","F","J5","PADMPGB",-0.561489925074877
"2077","2021","D2","F","J5","PADMPFO",NA
"2078","2021","D2","F","J6","PADMTIE",0.598293026413099
"2079","2021","D2","F","J6","PADMSOL",-1.7948790792393
"2080","2021","D2","F","J6","PADMRWT",0
"2081","2021","D2","F","J6","PADMTFW",0.598293026413099
"2082","2021","D2","F","J7","PADMSDC",0
"2083","2021","D2","F","J7","PADMRBP",NA
"2084","2021","D2","F","J8","PADEKTD",0.239295117575675
"2085","2021","D2","F","J8","PADEKTE",0.239295117575675
"2086","2021","D2","F","J8","PADEKTF",-1.85453716121148
"2087","2021","D2","F","J8","PADMPGY",0.658061573333107
"2088","2021","D2","F","J9","PADEKTH",-0.649265483024708
"2089","2021","D2","F","J9","PADEKTJ",0.562696751954747
"2090","2021","D2","F","J9","PADEKTK",-0.952256041769571
"2091","2021","D2","F","J10","PADEKTL",-1.71179220647237
"2092","2021","D2","F","J10","PADEKTM",-0.998545453775547
"2093","2021","D2","F","J10","PADMPIR",1.14119480431491
"2094","2021","D2","F","J10","PADMTEH",-0.142649350539364
"2095","2021","D2","F","J11","PADEKTP",0.397573283972945
"2096","2021","D2","F","J11","PADEKTQ",-1.7606816861659
"2097","2021","D2","F","J11","PADEKTR",0.738350384521184
"2098","2021","D2","F","J11","PADEKTS",NA
"2099","2021","D2","F","J12","PADMRBD",0.831487631547174
"2100","2021","D2","F","J12","PADMSEO",-1.16408268416604
"2101","2021","D2","F","J12","PADEKTV",1.23060169468982
"2102","2021","D2","F","J12","PADEKTW",-0.7649686210234
"2103","2021","D2","F","J13","PADEKTX",0.0236535985971385
"2104","2021","D2","F","J13","PADMSVD",1.67940550039684
"2105","2021","D2","F","J13","PADMRKL",NA
"2106","2021","D2","F","J13","PADMSOJ",-1.13537273266265
"2107","2021","D2","F","J14","PADEKUB",-0.141714536211821
"2108","2021","D2","F","J14","PADEKUC",0.0566858144847283
"2109","2021","D2","F","J14","PADEKUD",-1.82811751713249
"2110","2021","D2","F","J14","PADEKUE",1.3462880940123
"2111","2021","D2","H","J1","PADFTXJ",0
"2112","2021","D2","H","J1","PADFTXK",0
"2113","2021","D2","H","J1","PADFTXL",NA
"2114","2021","D2","H","J1","PADFTXM",NA
"2115","2021","D2","H","J1","PADFTXN",NA
"2116","2021","D2","H","J1","PADFTXO",NA
"2117","2021","D2","H","J2","PADFTXQ",NA
"2118","2021","D2","H","J2","PADIYUL",NA
"2119","2021","D2","H","J2","PADFTXS",NA
"2120","2021","D2","H","J2","PADLDPU",NA
"2121","2021","D2","H","J2","PADFTXU",NA
"2122","2021","D2","H","J2","PADFTXV",NA
"2123","2021","D2","H","J2","PADFTXW",NA
"2124","2021","D2","H","J3","PADFTXX",NA
"2125","2021","D2","H","J3","PADFTXY",1.15470053837925
"2126","2021","D2","H","J3","PADLDPV",NA
"2127","2021","D2","H","J3","PADHFAM",NA
"2128","2021","D2","H","J3","PADFTYB",-0.577350269189626
"2129","2021","D2","H","J3","PADFTYC",-0.577350269189626
"2130","2021","D2","H","J3","PADFTYD",NA
"2131","2021","D2","H","J4","PADFTYE",0
"2132","2021","D2","H","J4","PADFTYF",NA
"2133","2021","D2","H","J4","PADFTYG",NA
"2134","2021","D2","H","J4","PADFTYH",NA
"2135","2021","D2","H","J4","PADFTYI",NA
"2136","2021","D2","H","J4","PADFTYJ",1.09108945117996
"2137","2021","D2","H","J4","PADFTYK",-0.872871560943969
"2138","2021","D2","H","J5","PADFTYL",NA
"2139","2021","D2","H","J5","PADLSLG",NA
"2140","2021","D2","H","J5","PADFTYN",-1.12089707663561
"2141","2021","D2","H","J5","PADMHJI",NA
"2142","2021","D2","H","J5","PADFTYP",0.320256307610174
"2143","2021","D2","H","J5","PADFTYQ",0.800640769025436
"2144","2021","D2","H","J5","PADGZVN",NA
"2145","2021","D2","H","J6","PADMGAL",NA
"2146","2021","D2","H","J6","PADMGAQ",-0.707106781186547
"2147","2021","D2","H","J6","PADMHLL",NA
"2148","2021","D2","H","J6","PADLTLA",NA
"2149","2021","D2","H","J6","PADMHSQ",0.707106781186547
"2150","2021","D2","H","J6","PADLVXB",NA
"2151","2021","D2","H","J6","PADMOWX",NA
"2152","2021","D2","H","J7","PADMQHE",NA
"2153","2021","D2","H","J7","PADMQXJ",NA
"2154","2021","D2","H","J7","PADMTYG",NA
"2155","2021","D2","H","J7","PADMPFL",0.707106781186548
"2156","2021","D2","H","J7","PADFTZF",-0.707106781186548
"2157","2021","D2","H","J8","PADMTTI",NA
"2158","2021","D2","H","J8","PADMPFU",NA
"2159","2021","D2","H","J8","PADMTBW",-0.707106781186547
"2160","2021","D2","H","J8","PADMTPA",NA
"2161","2021","D2","H","J8","PADMTPI",NA
"2162","2021","D2","H","J8","PADMQSK",0.707106781186547
"2163","2021","D2","H","J8","PADMQHV",NA
"2164","2021","D2","H","J9","PADMIQO",-1.10056363290703
"2165","2021","D2","H","J9","PADMHST",NA
"2166","2021","D2","H","J9","PADMHTW",NA
"2167","2021","D2","H","J9","PADFTZR",0.660338179744218
"2168","2021","D2","H","J9","PADFTZS",1.01251854227447
"2169","2021","D2","H","J9","PADMHKH",-0.572293089111655
"2170","2021","D2","H","J10","PADFTZU",-0.707106781186548
"2171","2021","D2","H","J10","PADFTZV",NA
"2172","2021","D2","H","J10","PADMIQT",NA
"2173","2021","D2","H","J10","PADFTZX",NA
"2174","2021","D2","H","J10","PADFTZY",NA
"2175","2021","D2","H","J10","PADMHKD",0.707106781186548
"2176","2021","D2","H","J10","PADFUAA",NA
"2177","2021","D2","H","J11","PADFUAB",0.927172649945531
"2178","2021","D2","H","J11","PADMHLM",NA
"2179","2021","D2","H","J11","PADHFAP",NA
"2180","2021","D2","H","J11","PADFUAE",-1.05962588565203
"2181","2021","D2","H","J11","PADFUAF",NA
"2182","2021","D2","H","J11","PADFUAG",NA
"2183","2021","D2","H","J11","PADMHJJ",0.132453235706504
"2184","2021","D2","H","J12","PADFUAI",-1.35225564067071
"2185","2021","D2","H","J12","PADFUAJ",0.851420218200077
"2186","2021","D2","H","J12","PADMKZB",NA
"2187","2021","D2","H","J12","PADFUAL",-0.15025062674119
"2188","2021","D2","H","J12","PADFUAM",0.651086049211823
"2189","2021","D2","H","J12","PADMJQP",NA
"2190","2021","D2","H","J13","PADFUAP",-1.14875354327913
"2191","2021","D2","H","J13","PADFUAQ",0.675737378399486
"2192","2021","D2","H","J13","PADFUAR",NA
"2193","2021","D2","H","J13","PADFUAS",NA
"2194","2021","D2","H","J13","PADFUAT",0.47301616487964
"2195","2021","D2","H","J13","PADFUAU",NA
"2196","2021","D2","H","J13","PADFUAV",NA
"2197","2021","D2","H","J14","PADMPFJ",-0.354649682807595
